6 4.81521
4 4.81521
5 4.81521
7 4.81521
1 4.81518
2 4.81519
3 4.8152
8 4.81522
9 4.81526
15 4.81684
14 4.81613
45 4.80859
18 4.81754
11 4.81539
17 4.81787
16 4.81771
44 4.80862
41 4.80875
42 4.8087
13 4.81572
10 4.81532
12 4.81551
47 4.8085
46 4.80855
19 4.81693
49 4.80838
40 4.80882
34 4.80954
43 4.80865
48 4.80844
35 4.80935
37 4.80908
39 4.8089
30 4.81026
33 4.80973
36 4.8092
38 4.80899
32 4.8099
31 4.81008
24 4.81178
25 4.81139
29 4.81045
26 4.81109
22 4.81307
28 4.81065
27 4.81085
20 4.81559
23 4.81232
21 4.81411
