Nx=6, Ny=96, Nz=96
dx=0.408248, dy=0.204124, dz=0.204124
0.035905 0.964094 17.770194 -10.075716
0.035905 0.964094 17.770194 -10.075716
0.035905 0.964094 17.770194 -10.075716
0.035905 0.964094 17.770194 -10.075716
0.035905 0.964094 17.770194 -10.075716
0.035905 0.964094 17.770194 -10.075716
0.072159 0.927842 15.091223 -10.579935
0.072159 0.927842 15.091223 -10.579935
0.072159 0.927842 15.091223 -10.579935
0.072159 0.927842 15.091223 -10.579935
0.072159 0.927842 15.091223 -10.579935
0.072159 0.927842 15.091223 -10.579935
0.161527 0.838476 8.062668 -12.247683
0.161527 0.838476 8.062668 -12.247683
0.161527 0.838476 8.062668 -12.247683
0.161527 0.838476 8.062668 -12.247683
0.161527 0.838476 8.062668 -12.247683
0.161527 0.838476 8.062668 -12.247683
0.361496 0.638507 -4.381683 -12.696549
0.361496 0.638507 -4.381683 -12.696549
0.361496 0.638507 -4.381683 -12.696549
0.361496 0.638507 -4.381683 -12.696549
0.361496 0.638507 -4.381683 -12.696549
0.361496 0.638507 -4.381683 -12.696549
0.647000 0.352997 -13.001275 -4.186349
0.647000 0.352997 -13.001275 -4.186349
0.647000 0.352997 -13.001275 -4.186349
0.647000 0.352997 -13.001275 -4.186349
0.647000 0.352997 -13.001275 -4.186349
0.647000 0.352997 -13.001275 -4.186349
0.846550 0.153448 -12.723666 8.066686
0.846550 0.153448 -12.723666 8.066686
0.846550 0.153448 -12.723666 8.066686
0.846550 0.153448 -12.723666 8.066686
0.846550 0.153448 -12.723666 8.066686
0.846550 0.153448 -12.723666 8.066686
0.934594 0.065406 -11.362930 14.711655
0.934594 0.065406 -11.362930 14.711655
0.934594 0.065406 -11.362930 14.711655
0.934594 0.065406 -11.362930 14.711655
0.934594 0.065406 -11.362930 14.711655
0.934594 0.065406 -11.362930 14.711655
0.969828 0.030172 -11.243065 16.946210
0.969828 0.030172 -11.243065 16.946210
0.969828 0.030172 -11.243065 16.946210
0.969828 0.030172 -11.243065 16.946210
0.969828 0.030172 -11.243065 16.946210
0.969828 0.030172 -11.243065 16.946210
0.984889 0.015111 -11.655914 17.437279
0.984889 0.015111 -11.655914 17.437279
0.984889 0.015111 -11.655914 17.437279
0.984889 0.015111 -11.655914 17.437279
0.984889 0.015111 -11.655914 17.437279
0.984889 0.015111 -11.655914 17.437279
0.991934 0.008066 -12.186527 17.329459
0.991934 0.008066 -12.186527 17.329459
0.991934 0.008066 -12.186527 17.329459
0.991934 0.008066 -12.186527 17.329459
0.991934 0.008066 -12.186527 17.329459
0.991934 0.008066 -12.186527 17.329459
0.995404 0.004596 -12.696664 17.027555
0.995404 0.004596 -12.696664 17.027555
0.995404 0.004596 -12.696664 17.027555
0.995404 0.004596 -12.696664 17.027555
0.995404 0.004596 -12.696664 17.027555
0.995404 0.004596 -12.696664 17.027555
0.997062 0.002938 -13.115675 16.708100
0.997062 0.002938 -13.115675 16.708100
0.997062 0.002938 -13.115675 16.708100
0.997062 0.002938 -13.115675 16.708100
0.997062 0.002938 -13.115675 16.708100
0.997062 0.002938 -13.115675 16.708100
0.997679 0.002321 -13.392219 16.468601
0.997679 0.002321 -13.392219 16.468601
0.997679 0.002321 -13.392219 16.468601
0.997679 0.002321 -13.392219 16.468601
0.997679 0.002321 -13.392219 16.468601
