Nx=6, Ny=96, Nz=96
dx=0.408248, dy=0.204124, dz=0.204124
0.036065 0.963934 17.746494 -10.089852
0.036065 0.963934 17.746494 -10.089852
0.036065 0.963934 17.746494 -10.089852
0.036065 0.963934 17.746494 -10.089852
0.036065 0.963934 17.746494 -10.089852
0.036065 0.963934 17.746494 -10.089852
0.072463 0.927540 15.056194 -10.596357
0.072463 0.927540 15.056194 -10.596357
0.072463 0.927540 15.056194 -10.596357
0.072463 0.927540 15.056194 -10.596357
0.072463 0.927540 15.056194 -10.596357
0.072463 0.927540 15.056194 -10.596357
0.162184 0.837828 8.002536 -12.266908
0.162184 0.837828 8.002536 -12.266908
0.162184 0.837828 8.002536 -12.266908
0.162184 0.837828 8.002536 -12.266908
0.162184 0.837828 8.002536 -12.266908
0.162184 0.837828 8.002536 -12.266908
0.362764 0.637248 -4.453278 -12.689301
0.362764 0.637248 -4.453278 -12.689301
0.362764 0.637248 -4.453278 -12.689301
0.362764 0.637248 -4.453278 -12.689301
0.362764 0.637248 -4.453278 -12.689301
0.362764 0.637248 -4.453278 -12.689301
0.648311 0.351677 -13.026094 -4.130255
0.648311 0.351677 -13.026094 -4.130255
0.648311 0.351677 -13.026094 -4.130255
0.648311 0.351677 -13.026094 -4.130255
0.648311 0.351677 -13.026094 -4.130255
0.648311 0.351677 -13.026094 -4.130255
0.847245 0.152743 -12.725931 8.107641
0.847245 0.152743 -12.725931 8.107641
0.847245 0.152743 -12.725931 8.107641
0.847245 0.152743 -12.725931 8.107641
0.847245 0.152743 -12.725931 8.107641
0.847245 0.152743 -12.725931 8.107641
0.934878 0.065119 -11.376439 14.716303
0.934878 0.065119 -11.376439 14.716303
0.934878 0.065119 -11.376439 14.716303
0.934878 0.065119 -11.376439 14.716303
0.934878 0.065119 -11.376439 14.716303
0.934878 0.065119 -11.376439 14.716303
0.969942 0.030058 -11.265011 16.931741
0.969942 0.030058 -11.265011 16.931741
0.969942 0.030058 -11.265011 16.931741
0.969942 0.030058 -11.265011 16.931741
0.969942 0.030058 -11.265011 16.931741
0.969942 0.030058 -11.265011 16.931741
0.984941 0.015060 -11.683236 17.413311
0.984941 0.015060 -11.683236 17.413311
0.984941 0.015060 -11.683236 17.413311
0.984941 0.015060 -11.683236 17.413311
0.984941 0.015060 -11.683236 17.413311
0.984941 0.015060 -11.683236 17.413311
0.991966 0.008035 -12.219729 17.298286
0.991966 0.008035 -12.219729 17.298286
0.991966 0.008035 -12.219729 17.298286
0.991966 0.008035 -12.219729 17.298286
0.991966 0.008035 -12.219729 17.298286
0.991966 0.008035 -12.219729 17.298286
0.995437 0.004564 -12.740303 16.985938
0.995437 0.004564 -12.740303 16.985938
0.995437 0.004564 -12.740303 16.985938
0.995437 0.004564 -12.740303 16.985938
0.995437 0.004564 -12.740303 16.985938
0.995437 0.004564 -12.740303 16.985938
0.997117 0.002883 -13.172803 16.654259
0.997117 0.002883 -13.172803 16.654259
0.997117 0.002883 -13.172803 16.654259
0.997117 0.002883 -13.172803 16.654259
0.997117 0.002883 -13.172803 16.654259
0.997117 0.002883 -13.172803 16.654259
0.997790 0.002210 -13.467651 16.399786
0.997790 0.002210 -13.467651 16.399786
0.997790 0.002210 -13.467651 16.399786
0.997790 0.002210 -13.467651 16.399786
0.997790 0.002210 -13.467651 16.399786
0.997790 0.002210 -13.467651 16.399786
0.997838 0.002163 -13.606931 16.263329
0.997838 0.002163 -13.606931 16.263329
0.997838 0.002163 -13.606931 16.263329
0.997838 0.002163 -13.606931 16.263329
0.997838 0.002163 -13.606931 16.263329
0.997838 0.002163 -13.606931 16.263329
0.997372 0.002628 -13.594199 16.248128
0.997372 0.002628 -13.594199 16.248128
0.997372 0.002628 -13.594199 16.248128
0.997372 0.002628 -13.594199 16.248128
0.997372 0.002628 -13.594199 16.248128
0.997372 0.002628 -13.594199 16.248128
0.996385 0.003615 -13.457018 16.326042
0.996385 0.003615 -13.457018 16.326042
0.996385 0.003615 -13.457018 16.326042
0.996385 0.003615 -13.457018 16.326042
0.996385 0.003615 -13.457018 16.326042
0.996385 0.003615 -13.457018 16.326042
0.994820 0.005180 -13.227812 16.461280
0.994820 0.005180 -13.227812 16.461280
0.994820 0.005180 -13.227812 16.461280
0.994820 0.005180 -13.227812 16.461280
0.994820 0.005180 -13.227812 16.461280
0.994820 0.005180 -13.227812 16.461280
0.992591 0.007408 -12.933488 16.621818
0.992591 0.007408 -12.933488 16.621818
0.992591 0.007408 -12.933488 16.621818
0.992591 0.007408 -12.933488 16.621818
0.992591 0.007408 -12.933488 16.621818
0.992591 0.007408 -12.933488 16.621818
0.989507 0.010493 -12.602516 16.767587
0.989507 0.010493 -12.602516 16.767587
0.989507 0.010493 -12.602516 16.767587
0.989507 0.010493 -12.602516 16.767587
0.989507 0.010493 -12.602516 16.767587
0.989507 0.010493 -12.602516 16.767587
0.985297 0.014703 -12.274614 16.842739
0.985297 0.014703 -12.274614 16.842739
0.985297 0.014703 -12.274614 16.842739
0.985297 0.014703 -12.274614 16.842739
0.985297 0.014703 -12.274614 16.842739
0.985297 0.014703 -12.274614 16.842739
0.979610 0.020390 -11.984557 16.791412
0.979610 0.020390 -11.984557 16.791412
0.979610 0.020390 -11.984557 16.791412
0.979610 0.020390 -11.984557 16.791412
0.979610 0.020390 -11.984557 16.791412
0.979610 0.020390 -11.984557 16.791412
0.971968 0.028032 -11.756023 16.561214
0.971968 0.028032 -11.756023 16.561214
0.971968 0.028032 -11.756023 16.561214
0.971968 0.028032 -11.756023 16.561214
0.971968 0.028032 -11.756023 16.561214
0.971968 0.028032 -11.756023 16.561214
0.961632 0.038368 -11.608304 16.088622
0.961632 0.038368 -11.608304 16.088622
0.961632 0.038368 -11.608304 16.088622
0.961632 0.038368 -11.608304 16.088622
0.961632 0.038368 -11.608304 16.088622
0.961632 0.038368 -11.608304 16.088622
0.947519 0.052482 -11.579099 15.271109
0.947519 0.052482 -11.579099 15.271109
0.947519 0.052482 -11.579099 15.271109
0.947519 0.052482 -11.579099 15.271109
0.947519 0.052482 -11.579099 15.271109
0.947519 0.052482 -11.579099 15.271109
0.928104 0.071899 -11.725417 13.960318
0.928104 0.071899 -11.725417 13.960318
0.928104 0.071899 -11.725417 13.960318
0.928104 0.071899 -11.725417 13.960318
0.928104 0.071899 -11.725417 13.960318
0.928104 0.071899 -11.725417 13.960318
0.901387 0.098617 -12.098927 11.985114
0.901387 0.098617 -12.098927 11.985114
0.901387 0.098617 -12.098927 11.985114
0.901387 0.098617 -12.098927 11.985114
0.901387 0.098617 -12.098927 11.985114
0.901387 0.098617 -12.098927 11.985114
0.865147 0.134855 -12.680349 9.232127
0.865147 0.134855 -12.680349 9.232127
0.865147 0.134855 -12.680349 9.232127
0.865147 0.134855 -12.680349 9.232127
0.865147 0.134855 -12.680349 9.232127
0.865147 0.134855 -12.680349 9.232127
