6 4.81522
4 4.81521
5 4.81521
7 4.81522
1 4.81519
2 4.8152
3 4.81521
8 4.81523
9 4.81526
15 4.81671
45 4.80886
14 4.81607
18 4.81764
11 4.81539
17 4.8179
44 4.80888
16 4.81759
41 4.809
42 4.80895
46 4.80883
34 4.80969
47 4.8088
13 4.81569
10 4.81532
35 4.80952
12 4.8155
49 4.80871
40 4.80906
19 4.81715
37 4.80928
43 4.80891
30 4.81039
48 4.80876
39 4.80913
33 4.80986
36 4.80938
38 4.8092
32 4.81003
31 4.81021
24 4.812
25 4.81156
29 4.81058
22 4.81342
28 4.81077
26 4.81124
27 4.81098
20 4.81608
23 4.81259
21 4.81456
