6 4.81522
4 4.81521
5 4.81521
7 4.81522
1 4.81519
3 4.8152
2 4.8152
8 4.81523
9 4.81526
45 4.80882
15 4.81673
14 4.81608
18 4.81763
44 4.80885
11 4.81539
17 4.81789
16 4.8176
41 4.80896
34 4.80967
42 4.80891
46 4.8088
47 4.80876
35 4.80949
37 4.80926
13 4.8157
39 4.8091
30 4.81037
10 4.81532
12 4.8155
49 4.80867
40 4.80903
19 4.81713
43 4.80888
33 4.80984
48 4.80872
36 4.80935
38 4.80917
32 4.81001
31 4.81019
24 4.81197
25 4.81154
29 4.81056
22 4.81337
28 4.81075
26 4.81122
20 4.81601
27 4.81096
23 4.81255
21 4.81449
