6 4.81521
4 4.81521
5 4.81521
1 4.81519
7 4.81522
3 4.8152
2 4.8152
8 4.81522
9 4.81526
15 4.81674
14 4.81609
45 4.80879
18 4.81762
11 4.81539
17 4.81789
44 4.80881
16 4.81762
41 4.80893
46 4.80876
42 4.80888
13 4.8157
47 4.80872
10 4.81532
12 4.8155
19 4.8171
49 4.80862
40 4.80899
43 4.80884
48 4.80868
34 4.80965
35 4.80947
37 4.80923
39 4.80907
30 4.81035
33 4.80982
36 4.80933
38 4.80914
32 4.80999
31 4.81017
24 4.81194
25 4.81151
29 4.81054
28 4.81073
26 4.8112
22 4.81332
27 4.81094
20 4.81595
23 4.81251
21 4.81443
