6 4.81525
1 4.81521
8 4.81526
3 4.81523
4 4.81523
2 4.81522
10 4.81533
5 4.81524
7 4.81525
9 4.81528
12 4.8155
30 4.81076
18 4.81784
16 4.81727
34 4.8101
41 4.8097
46 4.80957
28 4.81116
25 4.81219
17 4.81785
42 4.80966
29 4.81094
11 4.8154
32 4.81042
44 4.80962
22 4.81465
13 4.81567
27 4.81142
37 4.80988
23 4.81358
20 4.81703
33 4.81025
49 4.80947
3 4.81523
24 4.81278
1 4.81521
40 4.80973
36 4.80993
14 4.81599
39 4.80978
8 4.81526
6 4.81525
19 4.81754
47 4.80954
26 4.81176
31 4.81059
10 4.81533
43 4.80964
21 4.816
15 4.81651
2 4.81522
4 4.81523
48 4.80951
35 4.81
45 4.80959
38 4.80982
5 4.81524
7 4.81525
9 4.81528
6 4.81525
7 4.81525
5 4.81524
9 4.81528
4 4.81523
1 4.81521
2 4.81522
3 4.81523
8 4.81526
17 4.81785
16 4.81727
44 4.80962
18 4.81784
14 4.81599
45 4.80959
13 4.81567
10 4.81533
15 4.81651
46 4.80957
41 4.8097
42 4.80966
12 4.8155
19 4.81754
47 4.80954
11 4.8154
49 4.80947
40 4.80973
43 4.80964
48 4.80951
37 4.80988
34 4.8101
35 4.81
39 4.80978
33 4.81025
30 4.81076
36 4.80993
38 4.80982
32 4.81042
31 4.81059
25 4.81219
26 4.81176
27 4.81142
28 4.81116
29 4.81094
24 4.81278
23 4.81358
21 4.816
20 4.81703
22 4.81465
