6 4.81521
4 4.81521
5 4.81521
7 4.81521
3 4.8152
2 4.81519
1 4.81519
9 4.81526
8 4.81522
15 4.8168
14 4.81611
45 4.80867
18 4.81757
11 4.81539
17 4.81788
44 4.8087
16 4.81767
34 4.80959
42 4.80877
41 4.80882
46 4.80863
35 4.8094
47 4.80859
39 4.80897
37 4.80914
13 4.81571
10 4.81532
30 4.8103
12 4.8155
19 4.817
49 4.80848
33 4.80977
40 4.80889
43 4.80873
36 4.80925
48 4.80854
38 4.80905
32 4.80994
31 4.81011
24 4.81184
25 4.81144
29 4.81049
22 4.81317
26 4.81113
28 4.81068
27 4.81089
20 4.81574
23 4.81239
21 4.81424
