Nx=6, Ny=96, Nz=96
dx=0.408248, dy=0.204124, dz=0.204124
0.035007 0.964993 17.813879 -10.084554
0.035007 0.964993 17.813879 -10.084554
0.035007 0.964993 17.813879 -10.084554
0.035007 0.964993 17.813879 -10.084554
0.035007 0.964993 17.813879 -10.084554
0.035007 0.964993 17.813879 -10.084554
0.070461 0.929546 15.210406 -10.559259
0.070461 0.929546 15.210406 -10.559259
0.070461 0.929546 15.210406 -10.559259
0.070461 0.929546 15.210406 -10.559259
0.070461 0.929546 15.210406 -10.559259
0.070461 0.929546 15.210406 -10.559259
0.158213 0.841806 8.297071 -12.203870
0.158213 0.841806 8.297071 -12.203870
0.158213 0.841806 8.297071 -12.203870
0.158213 0.841806 8.297071 -12.203870
0.158213 0.841806 8.297071 -12.203870
0.158213 0.841806 8.297071 -12.203870
0.356396 0.643620 -4.150793 -12.755368
0.356396 0.643620 -4.150793 -12.755368
0.356396 0.643620 -4.150793 -12.755368
0.356396 0.643620 -4.150793 -12.755368
0.356396 0.643620 -4.150793 -12.755368
0.356396 0.643620 -4.150793 -12.755368
0.643175 0.356813 -12.970836 -4.369299
0.643175 0.356813 -12.970836 -4.369299
0.643175 0.356813 -12.970836 -4.369299
0.643175 0.356813 -12.970836 -4.369299
0.643175 0.356813 -12.970836 -4.369299
0.643175 0.356813 -12.970836 -4.369299
0.845248 0.154738 -12.756009 7.964080
0.845248 0.154738 -12.756009 7.964080
0.845248 0.154738 -12.756009 7.964080
0.845248 0.154738 -12.756009 7.964080
0.845248 0.154738 -12.756009 7.964081
0.845248 0.154738 -12.756009 7.964080
0.934335 0.065659 -11.383946 14.678126
0.934335 0.065659 -11.383946 14.678126
0.934335 0.065659 -11.383946 14.678126
0.934335 0.065659 -11.383946 14.678127
0.934335 0.065659 -11.383946 14.678127
0.934335 0.065659 -11.383946 14.678127
0.969843 0.030156 -11.263368 16.927932
0.969843 0.030156 -11.263368 16.927932
0.969843 0.030156 -11.263368 16.927932
0.969843 0.030156 -11.263368 16.927932
0.969843 0.030156 -11.263368 16.927932
0.969843 0.030156 -11.263368 16.927932
0.984963 0.015037 -11.680917 17.417110
0.984963 0.015037 -11.680917 17.417110
0.984963 0.015037 -11.680917 17.417110
0.984963 0.015037 -11.680917 17.417110
0.984963 0.015037 -11.680917 17.417110
0.984963 0.015037 -11.680917 17.417110
0.992014 0.007985 -12.216996 17.303915
0.992014 0.007985 -12.216996 17.303915
0.992014 0.007985 -12.216996 17.303915
0.992014 0.007985 -12.216996 17.303915
0.992014 0.007985 -12.216996 17.303915
0.992014 0.007985 -12.216996 17.303915
0.995477 0.004521 -12.733495 16.995147
0.995477 0.004521 -12.733495 16.995147
0.995477 0.004521 -12.733495 16.995147
0.995477 0.004521 -12.733495 16.995147
0.995477 0.004521 -12.733495 16.995147
0.995477 0.004521 -12.733495 16.995147
0.997134 0.002864 -13.156835 16.671147
0.997134 0.002864 -13.156835 16.671147
0.997134 0.002864 -13.156835 16.671147
0.997134 0.002864 -13.156835 16.671147
0.997134 0.002864 -13.156835 16.671147
0.997134 0.002864 -13.156835 16.671147
0.997765 0.002233 -13.435872 16.429937
0.997765 0.002233 -13.435872 16.429937
0.997765 0.002233 -13.435872 16.429937
0.997765 0.002233 -13.435872 16.429937
0.997765 0.002233 -13.435872 16.429936
0.997765 0.002233 -13.435872 16.429937
0.997737 0.002260 -13.554912 16.309127
0.997737 0.002260 -13.554912 16.309127
0.997737 0.002260 -13.554912 16.309127
0.997737 0.002260 -13.554912 16.309127
0.997737 0.002260 -13.554913 16.309127
0.997737 0.002260 -13.554912 16.309127
0.997137 0.002858 -13.519316 16.308610
0.997137 0.002858 -13.519316 16.308610
0.997137 0.002858 -13.519316 16.308610
0.997137 0.002858 -13.519317 16.308609
0.997137 0.002858 -13.519317 16.308609
0.997137 0.002858 -13.519317 16.308609
0.995925 0.004070 -13.361264 16.393642
0.995925 0.004070 -13.361264 16.393642
0.995925 0.004070 -13.361264 16.393642
0.995925 0.004070 -13.361265 16.393641
0.995925 0.004070 -13.361265 16.393641
0.995925 0.004070 -13.361265 16.393641
0.994004 0.005991 -13.113606 16.525496
0.994004 0.005991 -13.113606 16.525497
0.994004 0.005991 -13.113606 16.525496
0.994004 0.005991 -13.113607 16.525496
0.994004 0.005991 -13.113607 16.525495
0.994004 0.005991 -13.113607 16.525496
0.991216 0.008778 -12.806562 16.664368
0.991216 0.008778 -12.806562 16.664369
0.991216 0.008778 -12.806562 16.664368
0.991216 0.008778 -12.806562 16.664368
0.991216 0.008778 -12.806562 16.664367
0.991216 0.008778 -12.806562 16.664368
0.987274 0.012720 -12.476888 16.756085
0.987274 0.012720 -12.476888 16.756085
0.987274 0.012720 -12.476888 16.756085
0.987274 0.012720 -12.476888 16.756084
0.987274 0.012720 -12.476888 16.756083
0.987274 0.012720 -12.476888 16.756084
0.981822 0.018175 -12.173382 16.730285
0.981822 0.018175 -12.173382 16.730286
0.981822 0.018175 -12.173382 16.730285
0.981822 0.018175 -12.173382 16.730284
0.981822 0.018175 -12.173382 16.730283
0.981822 0.018175 -12.173382 16.730284
0.974435 0.025567 -11.928946 16.528428
0.974436 0.025567 -11.928946 16.528429
0.974435 0.025567 -11.928946 16.528428
0.974435 0.025567 -11.928946 16.528425
0.974435 0.025567 -11.928945 16.528423
0.974435 0.025567 -11.928946 16.528425
0.964587 0.035425 -11.766323 16.095930
0.964587 0.035425 -11.766323 16.095933
0.964587 0.035425 -11.766323 16.095930
0.964587 0.035425 -11.766323 16.095924
0.964587 0.035426 -11.766323 16.095921
0.964587 0.035425 -11.766323 16.095924
0.951616 0.048413 -11.709653 15.369153
0.951616 0.048413 -11.709653 15.369159
0.951616 0.048413 -11.709653 15.369153
0.951616 0.048413 -11.709654 15.369142
0.951616 0.048413 -11.709654 15.369136
0.951616 0.048413 -11.709654 15.369142
0.934840 0.065211 -11.795021 14.271735
0.934840 0.065211 -11.795020 14.271746
0.934840 0.065211 -11.795021 14.271735
0.934839 0.065211 -11.795024 14.271714
0.934839 0.065211 -11.795026 14.271703
0.934839 0.065211 -11.795024 14.271714
0.913686 0.086385 -12.042178 12.751266
0.913687 0.086385 -12.042174 12.751285
0.913686 0.086385 -12.042178 12.751266
0.913686 0.086386 -12.042185 12.751228
0.913686 0.086386 -12.042188 12.751208
0.913686 0.086386 -12.042185 12.751228
0.887916 0.112165 -12.433076 10.814094
0.887916 0.112164 -12.433070 10.814125
0.887916 0.112165 -12.433076 10.814094
0.887915 0.112165 -12.433088 10.814031
0.887915 0.112166 -12.433093 10.813999
0.887915 0.112165 -12.433088 10.814031
0.857984 0.142082 -12.892996 8.565996
0.857984 0.142081 -12.892988 8.566044
0.857984 0.142082 -12.892996 8.565996
0.857983 0.142083 -12.893012 8.565901
0.857982 0.142083 -12.893019 8.565854
0.857983 0.142083 -12.893012 8.565901
0.825489 0.174533 -13.316420 6.212002
0.825490 0.174533 -13.316412 6.212068
0.825489 0.174533 -13.316420 6.212002
0.825487 0.174535 -13.316436 6.211871
0.825486 0.174536 -13.316444 6.211805
0.825487 0.174535 -13.316436 6.211871
0.793287 0.206671 -13.608782 4.019842
0.793288 0.206669 -13.608777 4.019925
0.793287 0.206671 -13.608782 4.019842
0.793284 0.206673 -13.608793 4.019675
0.793283 0.206674 -13.608798 4.019591
0.793284 0.206673 -13.608793 4.019675
0.765089 0.234793 -13.740587 2.240675
0.765090 0.234791 -13.740587 2.240775
0.765089 0.234793 -13.740587 2.240675
0.765086 0.234796 -13.740588 2.240473
0.765085 0.234797 -13.740588 2.240373
0.765086 0.234796 -13.740588 2.240473
0.744779 0.255026 -13.748302 1.066899
0.744780 0.255024 -13.748307 1.067016
0.744779 0.255026 -13.748302 1.066899
0.744775 0.255029 -13.748292 1.066664
0.744773 0.255031 -13.748287 1.066547
0.744775 0.255029 -13.748292 1.066664
0.735734 0.263991 -13.704776 0.621694
0.735736 0.263989 -13.704784 0.621829
0.735734 0.263991 -13.704776 0.621694
0.735730 0.263995 -13.704761 0.621424
0.735728 0.263997 -13.704753 0.621289
0.735730 0.263995 -13.704761 0.621424
0.740222 0.259421 -13.655212 0.987098
0.740224 0.259418 -13.655218 0.987251
0.740222 0.259421 -13.655212 0.987098
0.740218 0.259425 -13.655200 0.986791
0.740216 0.259427 -13.655195 0.986637
0.740218 0.259425 -13.655200 0.986791
0.758740 0.240820 -13.581549 2.201221
0.758742 0.240818 -13.581550 2.201389
0.758740 0.240820 -13.581549 2.201221
0.758735 0.240825 -13.581549 2.200887
0.758733 0.240827 -13.581549 2.200720
0.758735 0.240825 -13.581549 2.200887
0.789413 0.210087 -13.400622 4.226340
0.789415 0.210085 -13.400618 4.226506
0.789413 0.210087 -13.400622 4.226340
0.789408 0.210092 -13.400632 4.226009
0.789406 0.210094 -13.400637 4.225843
0.789408 0.210092 -13.400632 4.226009
0.827815 0.171684 -13.043712 6.863087
0.827817 0.171682 -13.043703 6.863234
0.827815 0.171684 -13.043712 6.863087
0.827812 0.171688 -13.043729 6.862794
0.827810 0.171690 -13.043738 6.862647
0.827812 0.171688 -13.043729 6.862794
0.867923 0.131656 -12.547504 9.720476
0.867925 0.131655 -12.547493 9.720594
0.867923 0.131656 -12.547504 9.720476
0.867920 0.131659 -12.547525 9.720242
0.867919 0.131661 -12.547536 9.720124
0.867920 0.131659 -12.547525 9.720242
0.904206 0.095511 -12.069423 12.323398
0.904207 0.095510 -12.069419 12.323477
0.904206 0.095511 -12.069423 12.323398
0.904204 0.095513 -12.069433 12.323240
0.904203 0.095514 -12.069438 12.323161
0.904204 0.095513 -12.069433 12.323240
0.933475 0.066379 -11.760425 14.342240
0.933475 0.066378 -11.760428 14.342280
0.933475 0.066379 -11.760425 14.342240
0.933474 0.066380 -11.760419 14.342161
0.933473 0.066381 -11.760416 14.342121
0.933474 0.066380 -11.760419 14.342161
0.955113 0.044836 -11.665316 15.700805
0.955114 0.044836 -11.665323 15.700809
0.955113 0.044836 -11.665316 15.700805
0.955113 0.044836 -11.665300 15.700797
0.955113 0.044836 -11.665293 15.700793
0.955113 0.044836 -11.665300 15.700797
0.970072 0.029928 -11.728786 16.511129
0.970072 0.029928 -11.728795 16.511095
0.970072 0.029928 -11.728786 16.511129
0.970073 0.029927 -11.728769 16.511197
0.970073 0.029927 -11.728761 16.511231
0.970073 0.029927 -11.728769 16.511197
0.979704 0.020317 -11.878844 16.923598
0.979703 0.020318 -11.878849 16.923511
0.979704 0.020317 -11.878844 16.923598
0.979706 0.020315 -11.878834 16.923772
0.979707 0.020314 -11.878829 16.923859
0.979706 0.020315 -11.878834 16.923772
0.985068 0.014955 -12.046776 17.067698
0.985065 0.014958 -12.046778 17.067517
0.985068 0.014955 -12.046776 17.067698
0.985072 0.014951 -12.046770 17.068062
0.985075 0.014949 -12.046768 17.068243
0.985072 0.014951 -12.046770 17.068062
0.986692 0.013325 -12.179400 17.026453
0.986687 0.013330 -12.179408 17.026095
0.986692 0.013325 -12.179400 17.026453
0.986701 0.013316 -12.179386 17.027170
0.986706 0.013311 -12.179379 17.027528
0.986701 0.013316 -12.179386 17.027170
0.984435 0.015576 -12.256204 16.811380
0.984426 0.015584 -12.256261 16.810672
0.984435 0.015576 -12.256204 16.811380
0.984453 0.015558 -12.256091 16.812796
0.984462 0.015550 -12.256034 16.813502
0.984453 0.015558 -12.256091 16.812796
0.977352 0.022657 -12.334807 16.309245
0.977336 0.022672 -12.335031 16.307884
0.977352 0.022657 -12.334807 16.309245
0.977383 0.022626 -12.334360 16.311962
0.977398 0.022610 -12.334136 16.313319
0.977383 0.022626 -12.334360 16.311962
0.963856 0.036136 -12.527040 15.316910
0.963831 0.036162 -12.527573 15.314556
0.963856 0.036136 -12.527040 15.316910
0.963906 0.036085 -12.525975 15.321613
0.963931 0.036060 -12.525443 15.323961
0.963906 0.036085 -12.525975 15.321613
