6 4.81523
4 4.81522
7 4.81523
5 4.81522
1 4.8152
2 4.8152
3 4.81521
8 4.81524
9 4.81526
15 4.81661
14 4.81602
45 4.80913
18 4.81773
11 4.81539
17 4.8179
44 4.80916
16 4.81745
41 4.80927
42 4.80922
46 4.80911
13 4.81568
47 4.80908
10 4.81532
12 4.81549
19 4.81733
49 4.80901
40 4.80932
43 4.80919
48 4.80904
34 4.80984
35 4.8097
37 4.80952
39 4.80938
30 4.81053
33 4.81001
36 4.80959
38 4.80945
32 4.81017
31 4.81035
24 4.81226
29 4.81071
25 4.81178
22 4.81383
26 4.81141
28 4.8109
27 4.81113
20 4.81651
23 4.81292
21 4.81509
