5 4.81523
6 4.81524
7 4.81524
9 4.81527
3 4.81522
4 4.81523
1 4.8152
2 4.81521
8 4.81525
17 4.81788
16 4.81733
45 4.8094
18 4.81779
14 4.816
44 4.80943
13 4.81567
10 4.81532
15 4.81654
12 4.81549
19 4.81746
11 4.81539
41 4.80952
42 4.80949
46 4.80938
47 4.80934
49 4.80927
40 4.80957
43 4.80946
48 4.80931
37 4.80973
34 4.80999
35 4.80987
39 4.80962
33 4.81014
36 4.80979
30 4.81066
38 4.80967
32 4.81031
31 4.81048
25 4.812
26 4.81159
27 4.81129
28 4.81104
29 4.81084
24 4.81253
23 4.81326
21 4.81559
20 4.81683
22 4.81425
