5 4.81523
6 4.81524
7 4.81524
9 4.81527
3 4.81522
4 4.81523
1 4.8152
2 4.81521
8 4.81525
17 4.81788
16 4.81732
45 4.80944
18 4.8178
14 4.81599
44 4.80946
13 4.81567
10 4.81532
15 4.81653
12 4.8155
19 4.81747
41 4.80955
11 4.81539
42 4.80952
46 4.80941
47 4.80938
49 4.8093
40 4.8096
43 4.80949
48 4.80934
37 4.80975
34 4.81001
35 4.80989
39 4.80965
33 4.81016
36 4.80982
30 4.81067
38 4.8097
32 4.81033
31 4.8105
25 4.81202
26 4.81162
27 4.81131
28 4.81106
29 4.81085
24 4.81257
23 4.81331
21 4.81565
20 4.81686
22 4.8143
