6 4.8152
4 4.8152
7 4.8152
1 4.81518
2 4.81519
5 4.8152
8 4.81522
9 4.81526
3 4.8152
15 4.81701
14 4.81622
45 4.80826
18 4.81742
11 4.8154
17 4.81781
44 4.8083
16 4.81782
41 4.80848
42 4.80841
46 4.80821
13 4.81575
34 4.80939
10 4.81532
47 4.80816
12 4.81552
19 4.81661
49 4.80803
35 4.80919
40 4.80856
43 4.80835
37 4.80888
39 4.80865
48 4.8081
30 4.81014
33 4.80958
36 4.80901
38 4.80876
32 4.80977
31 4.80995
24 4.81158
25 4.81123
29 4.81033
22 4.81273
26 4.81096
28 4.81053
27 4.81073
20 4.81505
23 4.81206
21 4.81369
