6 4.81522
4 4.81521
1 4.81519
5 4.81522
7 4.81522
2 4.8152
3 4.81521
9 4.81526
8 4.81523
45 4.80889
15 4.8167
14 4.81606
18 4.81765
17 4.8179
11 4.81539
44 4.80892
16 4.81757
41 4.80903
42 4.80898
46 4.80887
34 4.80971
47 4.80884
13 4.81569
10 4.81532
12 4.8155
35 4.80954
49 4.80875
37 4.80931
40 4.80909
39 4.80916
19 4.81718
30 4.81041
43 4.80895
48 4.8088
33 4.80988
36 4.80941
38 4.80923
32 4.81005
31 4.81022
24 4.81203
25 4.81159
29 4.81059
22 4.81347
26 4.81126
28 4.81079
27 4.811
20 4.81614
23 4.81263
21 4.81462
