6 4.81522
4 4.81521
5 4.81522
1 4.81519
7 4.81522
2 4.8152
3 4.81521
8 4.81523
9 4.81526
45 4.80896
15 4.81667
14 4.81605
18 4.81768
44 4.80899
11 4.81539
17 4.8179
16 4.81754
41 4.8091
46 4.80894
42 4.80905
47 4.80891
13 4.81569
49 4.80883
40 4.80916
10 4.81532
12 4.81549
43 4.80902
19 4.81723
48 4.80887
34 4.80975
35 4.80959
37 4.80937
39 4.80923
30 4.81044
33 4.80992
36 4.80946
38 4.8093
32 4.81008
31 4.81026
24 4.81209
25 4.81164
29 4.81063
22 4.81357
28 4.81082
26 4.8113
20 4.81625
27 4.81104
23 4.81271
21 4.81475
