6 4.81521
4 4.81521
5 4.81521
7 4.81521
1 4.81519
2 4.81519
3 4.8152
9 4.81526
8 4.81522
15 4.81682
14 4.81612
45 4.80863
18 4.81756
11 4.81539
17 4.81787
44 4.80866
16 4.81769
34 4.80957
41 4.80879
42 4.80873
13 4.81572
46 4.80859
35 4.80938
10 4.81532
12 4.8155
47 4.80855
37 4.80911
39 4.80894
19 4.81696
30 4.81028
49 4.80843
40 4.80886
33 4.80975
43 4.80869
48 4.80849
36 4.80922
38 4.80902
32 4.80992
31 4.8101
24 4.81181
25 4.81141
29 4.81047
26 4.81111
22 4.81312
28 4.81067
27 4.81087
20 4.81567
23 4.81236
21 4.81417
